code barre 1 ou bien Qr code  article,code barre 2 ou bien Qr code article,code Article  OF,code article résumé,gamme,designation,qte unit,qte reg,redondance,controle
8012542421955,FSB1100C0033,FD30SB2C0013,903C2X50,EP100 300mA,2X50A,1,3,1,c
8012542422358,FSB1100C0034,FD30SB2C0014,903C4X50,EP100 300mA,4X50A,1,1,1,c
8012542421955,FSB1100C0035,FD30SB2C0015,903C2X63,EP100 300mA,2X63A,1,3,1,c
8012542422358,FSB1100C0036,FD30SB2C0016,903C4X63,EP100 300mA,4X63A,1,1,1,c
8012542421757,FSB1100D0002,FD30SB2D0017,903D2X10,EP100 300mA,2X10A,1,3,1,c
8012542348955,FSB1100D0004,FD30SB2D0018,903D4X10,EP100 300mA,4X10A,1,2,1,c
8012542421757,FSB1100D0006,FD30SB2D0019,903D2X16,EP100 300mA,2X16A,1,3,1,c
8012542348955,FSB1100D0008,FD30SB2D0020,903D4X16,EP100 300mA,4X16A,1,2,1,c
8012542421757,FSB1100D0010,FD30SB2D0021,903D2X20,EP100 300mA,2X20A,1,3,1,c
8012542348955,FSB1100D0012,FD30SB2D0022,903D4X20,EP100 300mA,4X20A,1,2,1,c
8012542421757,FSB1100D0014,FD30SB2D0023,903D2X25,EP100 300mA,2X25A,1,3,1,c
8012542348955,FSB1100D0016,FD30SB2D0024,903D4X25,EP100 300mA,4X25A,1,2,1,c
8012542421757,FSB1100D0018,FD30SB2D0025,903D2X32,EP100 300mA,2X32A,1,3,1,c
8012542348955,FSB1100D0020,FD30SB2D0026,903D4X32,EP100 300mA,4X32A,1,2,1,c
8012542421757,FSB1100D0022,FD30SB2D0027,903D2X40,EP100 300mA,2X40A,1,3,1,c
8012542422358,FSB1100D0024,FD30SB2D0028,903D4X40,EP100 300mA,4X40A,1,1,1,c
8012542421955,FSB1100D0033,FD30SB2D0029,903D2X50,EP100 300mA,2X50A,1,3,1,c
8012542422358,FSB1100D0034,FD30SB2D0030,903D4X50,EP100 300mA,4X50A,1,1,1,c
8012542421955,FSB1100D0035,FD30SB2D0031,903D2X63,EP100 300mA,2X63A,1,3,1,c
8012542422358,FSB1100D0036,FD30SB2D0032,903D4X63,EP100 300mA,4X63A,1,1,1,c
8012542421757,FSB1250C0002,FD30SB3C0001,906C2X10,EP100 300mA,2X10A,1,3,1,c
8012542348955,FSB1250C0016,FD30SB3C0002,906C4X10,EP100 300mA,4X10A,1,2,1,c
8012542421757,FSB1250C0003,FD30SB3C0003,906C2X16,EP100 300mA,2X16A,1,3,1,c
8012542348955,FSB1250C0017,FD30SB3C0004,906C4X16,EP100 300mA,4X16A,1,2,1,c
,,FHTIS81C0001,160C2X80,HTI 162,2X80A,0,6,1,c
,,FHTIS81C0002,160C2X100,HTI 162,2X100A,0,6,1,c
,,FHTIS81C0003,160C2X125,HTI 162,2X125A,0,6,1,c
,,FHTIS81C0004,160C3X80,HTI 163,3X80A,0,4,1,c
,,FHTIS81C0005,160C3X100,HTI 163,3X100A,0,4,1,c
,,FHTIS81C0006,160C3X125,HTI 163,3X125A,0,4,1,c
,,FHTIS81C0007,160C4X80,HTI 164,4X80A,0,3,1,c
,,FHTIS81C0008,160C4X100,HTI 164,4X100A,0,3,1,c
,,FHTIS81C0009,160C4X125,HTI 254,4X125A,0,3,1,c
,,FHTIS81C0010,250C4X80,HTI 254,4X80A,0,3,1,c
,,FHTIS81C0011,250C4X100,HTI 254,4X100A,0,3,1,c
,,FHTIS81C0012,250C4X125,HTI 254,4X125A,0,3,1,c
QR code siame,null,FSB1060B0001,602B1X10,EP60,1X10A,0,12,0,c
QR code siame,null,FSB1060B0002,602B2X10,EP60,2X10A,0,6,0,c
QR code siame,null,FSB1060B0003,602B3X10,EP60,3X10A,0,4,0,c
QR code siame,null,FSB1060B0004,602B4X10,EP60,4X10A,0,3,0,c
QR code siame,null,FSB1060B0005,602B1X16,EP60,1X16A,0,12,0,c
QR code siame,null,FSB1060B0006,602B2X16,EP60,2X16A,0,6,0,c
QR code siame,null,FSB1060B0007,602B3X16,EP60,3X16A,0,4,0,c
QR code siame,null,FSB1060B0008,602B4X16,EP60,4X16A,0,3,0,c
QR code siame,null,FSB1060B0009,602B1X20,EP60,1X20A,0,12,0,c
QR code siame,null,FSB1060B0010,602B2X20,EP60,2X20A,0,6,0,c
QR code siame,null,FSB1060B0011,602B3X20,EP60,3X20A,0,4,0,c
QR code siame,null,FSB1060B0012,602B4X20,EP60,4X20A,0,3,0,c
QR code siame,null,FSB1060B0013,602B1X25,EP60,1X25A,0,12,0,c
QR code siame,null,FSB1060B0014,602B2X25,EP60,2X25A,0,6,0,c
QR code siame,null,FSB1060B0015,602B3X25,EP60,3X25A,0,4,0,c
QR code siame,null,FSB1060B0016,602B4X25,EP60,4X25A,0,3,0,c
QR code siame,null,FSB1060B0017,602B1X32,EP60,1X32A,0,12,0,c
QR code siame,null,FSB1060B0018,602B2X32,EP60,2X32A,0,6,0,c
QR code siame,null,FSB1060B0019,602B3X32,EP60,3X32A,0,4,0,c
QR code siame,null,FSB1060B0020,602B4X32,EP60,4X32A,0,3,0,c
QR code siame,null,FSB1060B0021,602B1X40,EP60,1X40A,0,12,0,c
QR code siame,null,FSB1060B0022,602B2X40,EP60,2X40A,0,6,0,c
QR code siame,null,FSB1060B0023,602B3X40,EP60,3X40A,0,4,0,c
QR code siame,null,FSB1060B0024,602B4X40,EP60,4X40A,0,3,0,c
QR code siame,null,FSB1060B0025,602B1X50,EP60,1X50A,0,12,0,c
QR code siame,null,FSB1060B0026,602B2X50,EP60,2X50A,0,6,0,c
QR code siame,null,FSB1060B0027,602B3X50,EP60,3X50A,0,4,0,c
QR code siame,null,FSB1060B0028,602B4X50,EP60,4X50A,0,3,0,c
QR code siame,null,FSB1060B0029,602B1X63,EP60,1X63A,0,12,0,c
QR code siame,null,FSB1060B0030,602B2X63,EP60,2X63A,0,6,0,c
QR code siame,null,FSB1060B0031,602B3X63,EP60,3X63A,0,4,0,c
QR code siame,null,FSB1060B0032,602B4X63,EP60,4X63A,0,3,0,c
QR code siame,null,FSB1060C0001,602C1X10,EP60,1X10A,0,12,0,c
QR code siame,null,FSB1060C0002,602C2X10,EP60,2X10A,0,6,0,c
QR code siame,null,FSB1060C0003,602C3X10,EP60,3X10A,0,4,0,c
QR code siame,null,FSB1060C0004,602C4X10,EP60,4X10A,0,3,0,c
QR code siame,null,FSB1060C0005,602C1X16,EP60,1X16A,0,12,0,c
QR code siame,null,FSB1060C0006,602C2X16,EP60,2X16A,0,6,0,c
QR code siame,null,FSB1060C0007,602C3X16,EP60,3X16A,0,4,0,c
QR code siame,null,FSB1060C0008,602C4X16,EP60,4X16A,0,3,0,c
QR code siame,null,FSB1060C0009,602C1X20,EP60,1X20A,0,12,0,c
QR code siame,null,FSB1060C0010,602C2X20,EP60,2X20A,0,6,0,c
QR code siame,null,FSB1060C0011,602C3X20,EP60,3X20A,0,4,0,c
QR code siame,null,FSB1060C0012,602C4X20,EP60,4X20A,0,3,0,c
QR code siame,null,FSB1060C0013,602C1X25,EP60,1X25A,0,12,0,c
QR code siame,null,FSB1060C0014,602C2X25,EP60,2X25A,0,6,0,c
QR code siame,null,FSB1060C0015,602C3X25,EP60,3X25A,0,4,0,c
QR code siame,null,FSB1060C0016,602C4X25,EP60,4X25A,0,3,0,c
QR code siame,null,FSB1060C0017,602C1X32,EP60,1X32A,0,12,0,c
QR code siame,null,FSB1060C0018,602C2X32,EP60,2X32A,0,6,0,c
QR code siame,null,FSB1060C0019,602C3X32,EP60,3X32A,0,4,0,c
QR code siame,null,FSB1060C0020,602C4X32,EP60,4X32A,0,3,0,c
QR code siame,null,FSB1060C0021,602C1X40,EP60,1X40A,0,12,0,c
QR code siame,null,FSB1060C0022,602C2X40,EP60,2X40A,0,6,0,c
QR code siame,null,FSB1060C0023,602C3X40,EP60,3X40A,0,4,0,c
QR code siame,null,FSB1060C0024,602C4X40,EP60,4X40A,0,3,0,c
QR code siame,null,FSB1060C0025,602C1X50,EP60,1X50A,0,12,0,c
QR code siame,null,FSB1060C0026,602C2X50,EP60,2X50A,0,6,0,c
QR code siame,null,FSB1060C0027,602C3X50,EP60,3X50A,0,4,0,c
QR code siame,null,FSB1060C0028,602C4X50,EP60,4X50A,0,3,0,c
QR code siame,null,FSB1060C0029,602C1X63,EP60,1X63A,0,12,0,c
QR code siame,null,FSB1060C0030,602C2X63,EP60,2X63A,0,6,0,c
QR code siame,null,FSB1060C0031,602C3X63,EP60,3X63A,0,4,0,c
QR code siame,null,FSB1060C0032,602C4X63,EP60,4X63A,0,3,0,c
QR code siame,null,FSB1060C0040,602C3X25MS,EP60,3X25A,0,4,0,c
QR code siame,null,FSB1060C0041,60C4X20MS,EP60,4X20A,0,3,0,c
QR code siame,null,FSB1060C0042,602C4X50MS,EP60,4X50A,0,3,0,c
QR code siame,null,FSB1060C0043,602C4X63MS,EP60,4X63A,0,3,0,c
QR code siame,null,FSB1060C0044,602C3X63MS,EP60,3X63A,0,4,0,c
QR code siame,null,FSB1060C0045,602C3X20MS,EP60,3X20A,0,4,0,c
QR code siame,null,FSB1060C0046,602C4X32MS,EP60,4X32A,0,3,0,c
QR code siame,null,FSB1060C0047,602C4X25MS,EP60,4X25A,0,3,0,c
QR code siame,null,FSB1060C0048,602C4X16MS,EP60,4X16A,0,3,0,c
QR code siame,null,FSB1060D0001,602D1X10,EP60,1X10A,0,12,0,c
QR code siame,null,FSB1060D0002,602D2X10,EP60,2X10A,0,6,0,c
QR code siame,null,FSB1060D0003,602D3X10,EP60,3X10A,0,4,0,c
QR code siame,null,FSB1060D0004,602D4X10,EP60,4X10A,0,3,0,c
QR code siame,null,FSB1060D0005,602D1X16,EP60,1X16A,0,12,0,c
QR code siame,null,FSB1060D0006,602D2X16,EP60,2X16A,0,6,0,c
QR code siame,null,FSB1060D0007,602D3X16,EP60,3X16A,0,4,0,c
QR code siame,null,FSB1060D0008,602D4X16,EP60,4X16A,0,3,0,c
QR code siame,null,FSB1060D0009,602D1X20,EP60,1X20A,0,12,0,c
QR code siame,null,FSB1060D0010,602D2X20,EP60,2X20A,0,6,0,c
QR code siame,null,FSB1060D0011,602D3X20,EP60,3X20A,0,4,0,c
QR code siame,null,FSB1060D0012,602D4X20,EP60,4X20A,0,3,0,c
QR code siame,null,FSB1060D0013,602D1X25,EP60,1X25A,0,12,0,c
QR code siame,null,FSB1060D0014,602D2X25,EP60,2X25A,0,6,0,c
QR code siame,null,FSB1060D0015,602D3X25,EP60,3X25A,0,4,0,c
QR code siame,null,FSB1060D0016,602D4X25,EP60,4X25A,0,3,0,c
QR code siame,null,FSB1060D0017,602D1X32,EP60,1X32A,0,12,0,c
QR code siame,null,FSB1060D0018,602D2X32,EP60,2X32A,0,6,0,c
QR code siame,null,FSB1060D0019,602D3X32,EP60,3X32A,0,4,0,c
QR code siame,null,FSB1060D0020,602D4X32,EP60,4X32A,0,3,0,c
QR code siame,null,FSB1060D0021,602D1X40,EP60,1X40A,0,12,0,c
QR code siame,null,FSB1060D0022,602D2X40,EP60,2X40A,0,6,0,c
QR code siame,null,FSB1060D0023,602D3X40,EP60,3X40A,0,4,0,c
QR code siame,null,FSB1060D0024,602D4X40,EP60,4X40A,0,3,0,c
QR code siame,null,FSB1060D0025,602D1X50,EP60,1X50A,0,12,0,c
QR code siame,null,FSB1060D0026,602D2X50,EP60,2X50A,0,6,0,c
QR code siame,null,FSB1060D0027,602D3X50,EP60,3X50A,0,4,0,c
QR code siame,null,FSB1060D0028,602D4X50,EP60,4X50A,0,3,0,c
QR code siame,null,FSB1060D0029,602D1X63,EP60,1X63A,0,12,0,c
QR code siame,null,FSB1060D0030,602D2X63,EP60,2X63A,0,6,0,c
QR code siame,null,FSB1060D0031,602D3X63,EP60,3X63A,0,4,0,c
QR code siame,null,FSB1060D0032,602D4X63,EP60,4X63A,0,3,0,c
QR code siame,null,FSB1060D0037,602D4X25MS,EP60,4X25A,0,3,0,c
QR code siame,null,FSB1100C0001,603C1X10,EP100,1X10A,0,12,0,c
QR code siame,null,FSB1100C0002,603C2X10,EP100,2X10A,0,6,0,c
QR code siame,null,FSB1100C0003,603C3X10,EP100,3X10A,0,4,0,c
QR code siame,null,FSB1100C0004,603C4X10,EP100,4X10A,0,3,0,c
QR code siame,null,FSB1100C0005,603C1X16,EP100,1X16A,0,12,0,c
QR code siame,null,FSB1100C0006,603C2X16,EP100,2X16A,0,6,0,c
QR code siame,null,FSB1100C0007,603C3X16,EP100,3X16A,0,4,0,c
QR code siame,null,FSB1100C0008,603C4X16,EP100,4X16A,0,3,0,c
QR code siame,null,FSB1100C0009,603C1X20,EP100,1X20A,0,12,0,c
QR code siame,null,FSB1100C0010,603C2X20,EP100,2X20A,0,6,0,c
QR code siame,null,FSB1100C0011,603C3X20,EP100,3X20A,0,4,0,c
QR code siame,null,FSB1100C0012,603C4X20,EP100,4X20A,0,3,0,c
QR code siame,null,FSB1100C0013,603C1X25,EP100,1X25A,0,12,0,c
QR code siame,null,FSB1100C0014,603C2X25,EP100,2X25A,0,6,0,c
QR code siame,null,FSB1100C0015,603C3X25,EP100,3X25A,0,4,0,c
QR code siame,null,FSB1100C0016,603C4X25,EP100,4X25A,0,3,0,c
QR code siame,null,FSB1100C0017,603C1X32,EP100,1X32A,0,12,0,c
QR code siame,null,FSB1100C0018,603C2X32,EP100,2X32A,0,6,0,c
QR code siame,null,FSB1100C0019,603C3X32,EP100,3X32A,0,4,0,c
QR code siame,null,FSB1100C0020,603C4X32,EP100,4X32A,0,3,0,c
QR code siame,null,FSB1100C0021,603C1X40,EP100,1X40A,0,12,0,c
QR code siame,null,FSB1100C0022,603C2X40,EP100,2X40A,0,6,0,c
QR code siame,null,FSB1100C0023,603C3X40,EP100,3X40A,0,4,0,c
QR code siame,null,FSB1100C0024,603C4X40,EP100,4X40A,0,3,0,c
QR code siame,null,FSB1100C0025,603C1X50,EP100,1X50A,0,12,0,c
QR code siame,null,FSB1100C0026,603C2X50,EP100,2X50A,0,6,0,c
QR code siame,null,FSB1100C0027,603C3X50,EP100,3X50A,0,4,0,c
QR code siame,null,FSB1100C0028,603C4X50,EP100,4X50A,0,3,0,c
QR code siame,null,FSB1100C0029,603C1X63,EP100,1X63A,0,12,0,c
QR code siame,null,FSB1100C0030,603C2X63,EP100,2X63A,0,6,0,c
QR code siame,null,FSB1100C0031,603C3X63,EP100,3X63A,0,4,0,c
QR code siame,null,FSB1100C0032,603C4X63,EP100,4X63A,0,3,0,c
QR code siame,null,FSB1100D0001,603D1X10,EP100,1X10A,0,12,0,c
QR code siame,null,FSB1100D0002,603D2X10,EP100,2X10A,0,6,0,c
QR code siame,null,FSB1100D0003,603D3X10,EP100,3X10A,0,4,0,c
QR code siame,null,FSB1100D0004,603D4X10,EP100,4X10A,0,3,0,c
QR code siame,null,FSB1100D0005,603D1X16,EP100,1X16A,0,12,0,c
QR code siame,null,FSB1100D0006,603D2X16,EP100,2X16A,0,6,0,c
QR code siame,null,FSB1100D0007,603D3X16,EP100,3X16A,0,4,0,c
QR code siame,null,FSB1100D0008,603D4X16,EP100,4X16A,0,3,0,c
QR code siame,null,FSB1100D0009,603D1X20,EP100,1X20A,0,12,0,c
QR code siame,null,FSB1100D0010,603D2X20,EP100,2X20A,0,6,0,c
QR code siame,null,FSB1100D0011,603D3X20,EP100,3X20A,0,4,0,c
QR code siame,null,FSB1100D0012,603D4X20,EP100,4X20A,0,3,0,c
QR code siame,null,FSB1100D0013,603D1X25,EP100,1X25A,0,12,0,c
QR code siame,null,FSB1100D0014,603D2X25,EP100,2X25A,0,6,0,c
QR code siame,null,FSB1100D0015,603D3X25,EP100,3X25A,0,4,0,c
QR code siame,null,FSB1100D0016,603D4X25,EP100,4X25A,0,3,0,c
QR code siame,null,FSB1100D0017,603D1X32,EP100,1X32A,0,12,0,c
QR code siame,null,FSB1100D0018,603D2X32,EP100,2X32A,0,6,0,c
QR code siame,null,FSB1100D0019,603D3X32,EP100,3X32A,0,4,0,c
QR code siame,null,FSB1100D0020,603D4X32,EP100,4X32A,0,3,0,c
QR code siame,null,FSB1100D0021,603D1X40,EP100,1X40A,0,12,0,c
QR code siame,null,FSB1100D0022,603D2X40,EP100,2X40A,0,6,0,c
QR code siame,null,FSB1100D0023,603D3X40,EP100,3X40A,0,4,0,c
QR code siame,null,FSB1100D0024,603D4X40,EP100,4X40A,0,3,0,c
QR code siame,null,FSB1100D0025,603D1X50,EP100,1X50A,0,12,0,c
QR code siame,null,FSB1100D0026,603D2X50,EP100,2X50A,0,6,0,c
QR code siame,null,FSB1100D0027,603D3X50,EP100,3X50A,0,4,0,c
QR code siame,null,FSB1100D0028,603D4X50,EP100,4X50A,0,3,0,c
QR code siame,null,FSB1100D0029,603D1X63,EP100,1X63A,0,12,0,c
QR code siame,null,FSB1100D0030,603D2X63,EP100,2X63A,0,6,0,c
QR code siame,null,FSB1100D0031,603D3X63,EP100,3X63A,0,4,0,c
QR code siame,null,FSB1100D0032,603D4X63,EP100,4X63A,0,3,0,c
QR code siame,null,FSB1250C0003,701C2X16,EP250,2X16A,0,6,0,c
QR code siame,null,FSB1250C0017,701C4X16,EP250,4X16A,0,3,0,c
,,FSN0060C0001,702C2X10,EPCN61,2X10A,0,12,1,c
,,FSN0060C0002,702C2X16,EPCN61,1X16A,0,12,1,c
,,FSN0060C0003,702C2X20,EPCN61,1X20A,0,12,1,c
,,FSN0060C0004,702C2X25,EPCN61,1X25A,0,12,1,c
,,FSN0060C0005,702C2X32,EPCN61,1X32A,0,12,1,c
